,toybin0000
15582,0.452631
15583,0.402887
15584,0.546776
15585,0.195983
15586,0.47329
15587,0.490261
15588,0.540839
15589,0.638575
15590,0.419641
15591,0.400084
15592,0.437627
15593,0.44197
15594,0.530416
15595,0.530416
15596,0.34575
15597,0.314187
15598,0.231486
15599,0.344526
15600,0.322049
15601,0.322049
15602,0.350968
15603,0.267894
15604,0.53503
15605,0.519019
15606,0.519019
15607,0.38064
15608,0.223244
15609,0.421135
15610,0.458811
15611,0.436769
15612,0.436769
15613,0.475614
15614,0.236014
15615,0.323722
15616,0.438114
15617,0.443908
15618,0.297842
15619,0.37238
15620,0.482295
15621,0.489044
15622,0.532724
15623,0.44027
15624,0.548698
15625,0.404258
15626,0.404258
15627,0.310458
15628,0.344594
15629,0.344594
15630,0.344594
15631,0.343616
15632,0.323343
15633,0.182359
15634,0.52966
15635,0.558162
15636,0.630515
15637,0.466707
15638,0.342451
15639,0.624437
15640,0.663801
15641,0.428973
15642,0.314267
15643,0.451812
15644,0.495902
15645,0.540788
15646,0.392674
15647,0.411946
15648,0.413986
15649,0.413986
15650,0.304138
15651,0.353384
15652,0.413057
15653,0.421753
15654,0.318467
15655,0.308053
15656,0.459246
15657,0.435846
15658,0.349127
15659,0.347411
15660,0.395054
15661,0.417095
15662,0.429178
15663,0.40344
15664,0.410295
15665,0.502355
15666,0.329831
15667,0.329831
15668,0.34368
15669,0.366145
15670,0.67684
15671,0.680826
15672,0.695913
15673,0.50268
15674,0.469965
15675,0.482431
15676,0.55688
15677,0.487628
15678,0.554748
15679,0.693749
15680,0.685071
15681,0.613933
15682,0.635954
15683,0.660156
15684,0.68963
15685,0.580591
15686,0.599785
15687,0.577398
15688,0.534782
15689,0.577461
15690,0.465202
15691,0.372096
15692,0.518183
15693,0.628411
15694,0.505307
15695,0.256923
15696,0.190649
15697,0.217896
15698,0.494346
15699,0.393872
15700,0.388437
15701,0.57487
15702,0.461347
15703,0.381639
15704,0.28609
15705,0.282599
15706,0.213086
15707,0.180475
15708,0.209699
15709,0.315576
15710,0.43153
15711,0.190391
15712,0.458666
15713,0.455368
15714,0.309435
15715,0.450652
15716,0.340885
15717,0.340885
15718,0.208389
15719,0.464811
15720,0.450491
15721,0.426043
15722,0.388624
15723,0.29952
15724,0.447768
15725,0.41274
15726,0.330584
15727,0.304952
15728,0.399319
15729,0.408521
15730,0.565195
15731,0.358696
15732,0.358696
15733,0.310373
15734,0.423334
15735,0.62016
15736,0.571021
15737,0.471181
15738,0.319448
15739,0.224138
15740,0.515251
15741,0.479731
15742,0.328957
15743,0.366784
15744,0.529156
15745,0.3856
15746,0.390273
15747,0.189053
15748,0.476151
15749,0.476151
15750,0.537764
15751,0.285319
15752,0.285319
15753,0.400386
15754,0.352568
15755,0.619759
15756,0.568855
15757,0.518502
15758,0.53019
15759,0.350829
15760,0.372796
15761,0.312228
15762,0.420839
15763,0.444311
15764,0.608009
15765,0.642371
15766,0.706123
15767,0.664836
15768,0.569718
15769,0.549261
15770,0.335944
15771,0.455003
15772,0.399175
15773,0.394547
15774,0.345121
15775,0.345121
15776,0.638421
15777,0.628798
15778,0.499375
15779,0.393317
15780,0.329901
15781,0.457817
15782,0.278814
15783,0.304564
15784,0.35915
15785,0.35915
15786,0.308015
15787,0.308015
15788,0.45894
15789,0.279809
15790,0.268102
15791,0.242026
15792,0.316824
15793,0.353909
15794,0.552255
15795,0.446008
15796,0.380072
15797,0.540286
15798,0.362396
15799,0.350883
15800,0.365547
15801,0.359734
15802,0.349931
15803,0.349931
15804,0.433382
15805,0.346208
15806,0.323557
15807,0.354966
15808,0.354966
15809,0.389662
15810,0.323733
15811,0.323733
15812,0.366456
15813,0.521461
15814,0.521461
15815,0.325529
15816,0.442877
15817,0.525245
15818,0.666202
15819,0.596329
15820,0.334967
15821,0.240382
15822,0.0382896
15823,0.243354
15824,0.147418
15825,0.111689
15826,0.220009
15827,0.220009
15828,0.292246
15829,0.282861
15830,0.139195
15831,0.515331
15832,0.542629
15833,0.605657
15834,0.330845
15835,0.204221
15836,0.259946
15837,0.230322
15838,0.230322
15839,0.334985
15840,0.436029
15841,0.432799
15842,0.36037
15843,0.617106
15844,0.65555
15845,0.499936
15846,0.452581
15847,0.536791
15848,0.577218
15849,0.543672
15850,0.630991
15851,0.647077
15852,0.622933
15853,0.626495
15854,0.68651
15855,0.652417
15856,0.358175
15857,0.503165
15858,0.445669
15859,0.4627
15860,0.488567
15861,0.578231
15862,0.687219
15863,0.660119
15864,0.660119
15865,0.676454
15866,0.674229
15867,0.707807
15868,0.605092
15869,0.477968
15870,0.535842
15871,0.495824
15872,0.374804
15873,0.400296
15874,0.400296
15875,0.400296
15876,0.363765
15877,0.450199
15878,0.350318
15879,0.114099
15880,0.472706
15881,0.518103
15882,0.494888
15883,0.402104
15884,0.450253
15885,0.459382
15886,0.399401
15887,0.615095
15888,0.599896
15889,0.42766
15890,0.412781
15891,0.412781
15892,0.414126
15893,0.345599
15894,0.40372
15895,0.389491
15896,0.435725
15897,0.453515
15898,0.475565
15899,0.574305
15900,0.561915
15901,0.545179
15902,0.429426
15903,0.531101
15904,0.380656
15905,0.27751
15906,0.410239
15907,0.421295
15908,0.41495
15909,0.414021
15910,0.496665
15911,0.440624
15912,0.387508
15913,0.499821
15914,0.62344
15915,0.658345
15916,0.668741
15917,0.526173
15918,0.17749
15919,0.312098
15920,0.378559
15921,0.500102
15922,0.471877
15923,0.471877
15924,0.608144
15925,0.44484
15926,0.445196
15927,0.2708
15928,0.409135
15929,0.402028
15930,0.339751
15931,0.339751
15932,0.211348
15933,0.462643
15934,0.353539
15935,0.270212
15936,0.2334
15937,0.441316
15938,0.279063
15939,0.349014
15940,0.342996
15941,0.423465
15942,0.391387
15943,0.522763
15944,0.456824
15945,0.456824
15946,0.272389
15947,0.325307
15948,0.245075
15949,0.492908
15950,0.404912
15951,0.169147
15952,0.229617
15953,0.206269
15954,0.244141
15955,0.419441
15956,0.377817
15957,0.25017
15958,0.392579
15959,0.436896
15960,0.373292
15961,0.335067
15962,0.292882
15963,0.192757
15964,0.322041
15965,0.348368
15966,0.273788
15967,0.393315
15968,0.393315
15969,0.567504
15970,0.557042
15971,0.391271
15972,0.538512
15973,0.34664
15974,0.285076
15975,0.535163
15976,0.163753
15977,0.291936
15978,0.404008
15979,0.343356
15980,0.563901
15981,0.549958
15982,0.337226
15983,0.311688
15984,0.250297
15985,0.245669
15986,0.156964
15987,0.246378
15988,0.278795
15989,0.355598
15990,0.382146
15991,0.362101
15992,0.511909
15993,0.358485
15994,0.520888
15995,0.500923
15996,0.376644
15997,0.524343
15998,0.476194
15999,0.438069
16000,0.431689
16001,0.500525
16002,0.370153
16003,0.506462
16004,0.264373
16005,0.229972
16006,0.340383
16007,0.469494
16008,0.480033
16009,0.373504
16010,0.449961
16011,0.306378
16012,0.407209
16013,0.442974
16014,0.360307
16015,0.446828
16016,0.446828
16017,0.543054
16018,0.410806
16019,0.366371
16020,0.14234
16021,0.127868
16022,0.299368
16023,0.163969
16024,0.511948
16025,0.55443
16026,0.402532
16027,0.402532
16028,0.438565
16029,0.44763
16030,0.404704
16031,0.49449
16032,0.397828
16033,0.467642
16034,0.511334
16035,0.545219
16036,0.442603
16037,0.325694
16038,0.325694
16039,0.29214
16040,0.367865
16041,0.380578
16042,0.286762
16043,0.339612
16044,0.29366
16045,0.467552
16046,0.560269
16047,0.558795
16048,0.525879
16049,0.522827
16050,0.387487
16051,0.336778
16052,0.263492
16053,0.463863
16054,0.493831
16055,0.543922
16056,0.525028
16057,0.61938
16058,0.606777
16059,0.605835
16060,0.536961
16061,0.243716
16062,0.243716
16063,0.21271
16064,0.317631
16065,0.306112
16066,0.558663
16067,0.555116
16068,0.634924
16069,0.592425
16070,0.654285
16071,0.495846
16072,0.461312
16073,0.501802
16074,0.328768
16075,0.238755
16076,0.45052
16077,0.48571
16078,0.216479
16079,0.427929
16080,0.29099
16081,0.459007
16082,0.499283
16083,0.493147
16084,0.289113
16085,0.29493
16086,0.22554
16087,0.340334
16088,0.360302
16089,0.391599
16090,0.478245
16091,0.397212
16092,0.394267
16093,0.629363
16094,0.588957
16095,0.404426
16096,0.388824
16097,0.483733
16098,0.184716
16099,0.410496
16100,0.398427
16101,0.611967
16102,0.400422
16103,0.363822
16104,0.419482
16105,0.466491
16106,0.436668
16107,0.436668
16108,0.521317
16109,0.576541
16110,0.521654
16111,0.59564
16112,0.511391
16113,0.491579
16114,0.380198
16115,0.377013
16116,0.290327
16117,0.458062
16118,0.448049
16119,0.414953
16120,0.394695
16121,0.569962
16122,0.491813
16123,0.497488
16124,0.502745
16125,0.385582
16126,0.361553
16127,0.346494
16128,0.396024
16129,0.396024
16130,0.438832
16131,0.297098
16132,0.384954
16133,0.409855
16134,0.490633
16135,0.544312
16136,0.500635
16137,0.236297
16138,0.5589
16139,0.622052
16140,0.589504
16141,0.538144
16142,0.610483
16143,0.633194
16144,0.628368
16145,0.644679
16146,0.460004
16147,0.455031
16148,0.464422
16149,0.223793
16150,0.450477
16151,0.299093
16152,0.299093
16153,0.315618
16154,0.228082
16155,0.228082
16156,0.22187
16157,0.367365
16158,0.474614
16159,0.456684
16160,0.423335
16161,0.327543
16162,0.327543
16163,0.354446
16164,0.334822
16165,0.460294
16166,0.498437
16167,0.490656
16168,0.452519
16169,0.282289
16170,0.321595
16171,0.353997
16172,0.539064
16173,0.491686
16174,0.519609
16175,0.377343
16176,0.346291
16177,0.369615
16178,0.415236
16179,0.362178
16180,0.31105
16181,0.246245
16182,0.434712
16183,0.491616
16184,0.458324
16185,0.458324
16186,0.369964
16187,0.379824
16188,0.447487
16189,0.342797
16190,0.439923
16191,0.473369
16192,0.412422
16193,0.412422
16194,0.458028
16195,0.508404
16196,0.410183
16197,0.368383
16198,0.379502
16199,0.434771
16200,0.325865
16201,0.176775
16202,0.255825
16203,0.444783
16204,0.387779
16205,0.185487
16206,0.206781
16207,0.17965
16208,0.17965
16209,0.526537
16210,0.503885
16211,0.371182
16212,0.491785
16213,0.215284
16214,0.430252
16215,0.422767
16216,0.35707
16217,0.306572
16218,0.590316
16219,0.28114
16220,0.181568
16221,0.48105
16222,0.665146
16223,0.652013
16224,0.671845
16225,0.61784
16226,0.564954
16227,0.581581
16228,0.527487
16229,0.572298
16230,0.517652
16231,0.67104
16232,0.657557
16233,0.622908
16234,0.64138
16235,0.492855
16236,0.363464
16237,0.372338
16238,0.372338
16239,0.420824
16240,0.310668
16241,0.371105
16242,0.460702
16243,0.38747
16244,0.406165
16245,0.441385
16246,0.411497
16247,0.259955
16248,0.288959
16249,0.262473
16250,0.262473
16251,0.262473
16252,0.466444
16253,0.445914
16254,0.416993
16255,0.487792
16256,0.526716
16257,0.424852
16258,0.455632
16259,0.557161
16260,0.428239
16261,0.428239
16262,0.424633
16263,0.392299
16264,0.556094
16265,0.351106
16266,0.335022
16267,0.343119
16268,0.33915
16269,0.33915
16270,0.610402
16271,0.411791
16272,0.354016
16273,0.279628
16274,0.447985
16275,0.609569
16276,0.67992
16277,0.62823
16278,0.41805
16279,0.453177
16280,0.610124
16281,0.610124
16282,0.664831
16283,0.62696
16284,0.392857
16285,0.392857
16286,0.570428
16287,0.527057
16288,0.192156
16289,0.341078
16290,0.330041
16291,0.348051
16292,0.414493
16293,0.502873
16294,0.493567
16295,0.191166
16296,0.279815
16297,0.260229
16298,0.450274
16299,0.467701
16300,0.48574
16301,0.459682
16302,0.435216
16303,0.392747
16304,0.54058
16305,0.496674
16306,0.587748
16307,0.587748
16308,0.595892
16309,0.518935
16310,0.356384
16311,0.334545
16312,0.33164
16313,0.229098
16314,0.229098
16315,0.34221
16316,0.308012
16317,0.308012
16318,0.281759
16319,0.211176
16320,0.528317
16321,0.549754
16322,0.340158
16323,0.572597
16324,0.472172
16325,0.178335
16326,0.366315
16327,0.532684
16328,0.455639
16329,0.465128
16330,0.294251
16331,0.294251
16332,0.218469
16333,0.249795
16334,0.470178
16335,0.38009
16336,0.346115
16337,0.388992
16338,0.547944
16339,0.512314
16340,0.538562
16341,0.5689
16342,0.580816
16343,0.449354
16344,0.449354
16345,0.402828
16346,0.555481
16347,0.349199
16348,0.405063
16349,0.28297
16350,0.259956
16351,0.350937
16352,0.338701
16353,0.370505
16354,0.46219
16355,0.407641
16356,0.371905
16357,0.394643
16358,0.394643
16359,0.48152
16360,0.400291
16361,0.396502
16362,0.377172
16363,0.317437
16364,0.317437
16365,0.13413
16366,0.266093
16367,0.55521
16368,0.305731
16369,0.523649
16370,0.374941
16371,0.352529
16372,0.369414
16373,0.24474
16374,0.317893
16375,0.317893
16376,0.32364
16377,0.32364
16378,0.402239
16379,0.393795
16380,0.151533
16381,0.504333
16382,0.372453
16383,0.364718
16384,0.304233
16385,0.304233
16386,0.460092
16387,0.470055
16388,0.609922
16389,0.539969
16390,0.567228
16391,0.694346
16392,0.691252
16393,0.625492
16394,0.625492
16395,0.499121
16396,0.365901
16397,0.440082
16398,0.388031
16399,0.388031
16400,0.302721
16401,0.302721
16402,0.302721
16403,0.438329
16404,0.434655
16405,0.384173
16406,0.47707
16407,0.101035
16408,0.265248
16409,0.415222
16410,0.364049
16411,0.555695
16412,0.535744
16413,0.391551
16414,0.511693
16415,0.510659
16416,0.56719
16417,0.550163
16418,0.581612
16419,0.429847
16420,0.418127
16421,0.232169
16422,0.435611
16423,0.307067
16424,0.301479
16425,0.336496
16426,0.45704
16427,0.286943
16428,0.394221
16429,0.353452
16430,0.530134
16431,0.573101
16432,0.169592
16433,0.295905
16434,0.373637
16435,0.222728
16436,0.222728
16437,0.43755
16438,0.370114
16439,0.308738
16440,0.374028
16441,0.511732
16442,0.483279
16443,0.505387
16444,0.42038
16445,0.519543
16446,0.620818
16447,0.563379
16448,0.25308
16449,0.244976
16450,0.417988
16451,0.476751
16452,0.476751
16453,0.664548
16454,0.714629
16455,0.446912
16456,0.268257
16457,0.474318
16458,0.539196
16459,0.510894
16460,0.440464
16461,0.382544
16462,0.384932
16463,0.408966
16464,0.271715
16465,0.283152
16466,0.442287
16467,0.286369
16468,0.196384
16469,0.499559
16470,0.482502
16471,0.512773
16472,0.48288
16473,0.300568
16474,0.32248
16475,0.219731
16476,0.500822
16477,0.472927
16478,0.46381
16479,0.457895
16480,0.416449
16481,0.318146
16482,0.41611
16483,0.459986
16484,0.466277
16485,0.482329
16486,0.445595
16487,0.426558
16488,0.488933
16489,0.586059
16490,0.494088
16491,0.449464
16492,0.343487
16493,0.199934
16494,0.409754
16495,0.376046
16496,0.347013
16497,0.448556
16498,0.464075
16499,0.512403
16500,0.464538
16501,0.388634
16502,0.452953
16503,0.513591
16504,0.532169
16505,0.532169
16506,0.529248
16507,0.384695
16508,0.289964
16509,0.242627
16510,0.326434
16511,0.328353
16512,0.291768
16513,0.461053
16514,0.421563
16515,0.373008
16516,0.346909
16517,0.356578
16518,0.279972
16519,0.279972
16520,0.444772
16521,0.425228
16522,0.377437
16523,0.345544
16524,0.418283
16525,0.284257
16526,0.287165
16527,0.32317
16528,0.674788
16529,0.606205
16530,0.555047
16531,0.523309
16532,0.567508
16533,0.607879
16534,0.471997
16535,0.321483
16536,0.468645
16537,0.519409
16538,0.425429
16539,0.631386
16540,0.560687
16541,0.57677
16542,0.542325
16543,0.549705
16544,0.145993
16545,0.562404
16546,0.585911
16547,0.678769
16548,0.649998
16549,0.596849
16550,0.55509
16551,0.324598
16552,0.332298
16553,0.332298
16554,0.332298
16555,0.340109
16556,0.211696
16557,0.336341
16558,0.503064
16559,0.497701
16560,0.388503
16561,0.243235
16562,0.465319
16563,0.233336
16564,0.281651
16565,0.489052
16566,0.518668
16567,0.475529
16568,0.42492
16569,0.292961
16570,0.100655
16571,0.220694
16572,0.519719
16573,0.417076
16574,0.329275
16575,0.201538
16576,0.298792
16577,0.403328
16578,0.4596
16579,0.380803
16580,0.377264
16581,0.511138
16582,0.233258
16583,0.348803
16584,0.31413
16585,0.31413
16586,0.461497
16587,0.364884
16588,0.42823
16589,0.367469
16590,0.385208
16591,0.477568
16592,0.440906
16593,0.486952
16594,0.170962
16595,0.249645
16596,0.249645
16597,0.305948
16598,0.285841
16599,0.428263
16600,0.498332
16601,0.451612
16602,0.311868
16603,0.565089
16604,0.655874
16605,0.608025
16606,0.637739
16607,0.585374
16608,0.507786
16609,0.420972
16610,0.462555
16611,0.372182
16612,0.471703
16613,0.503472
16614,0.490896
16615,0.514901
16616,0.547268
16617,0.588376
16618,0.339134
16619,0.639606
16620,0.567151
16621,0.528032
16622,0.455703
16623,0.445474
16624,0.31879
16625,0.316902
16626,0.395122
16627,0.395122
16628,0.532533
16629,0.535577
16630,0.372553
16631,0.295732
16632,0.460733
16633,0.389148
16634,0.397527
16635,0.584005
16636,0.536703
16637,0.561733
16638,0.393006
16639,0.402787
16640,0.190962
16641,0.240158
16642,0.338192
16643,0.338192
16644,0.59985
16645,0.226897
16646,0.432894
16647,0.432894
16648,0.406817
16649,0.432824
16650,0.426942
16651,0.402336
16652,0.40802
16653,0.492464
16654,0.46679
16655,0.377734
16656,0.342316
16657,0.295254
16658,0.46311
16659,0.382974
16660,0.36045
16661,0.185343
16662,0.519188
16663,0.404133
16664,0.272217
16665,0.220324
16666,0.2516
16667,0.326534
16668,0.409847
16669,0.337544
16670,0.259158
16671,0.394455
16672,0.415708
16673,0.380532
16674,0.438022
16675,0.388798
16676,0.404443
16677,0.404443
16678,0.284915
16679,0.321444
16680,0.425
16681,0.609032
16682,0.541265
16683,0.487938
16684,0.48883
16685,0.482464
16686,0.378073
16687,0.421426
16688,0.430711
16689,0.337537
16690,0.57839
16691,0.645854
16692,0.448449
16693,0.431647
16694,0.451167
16695,0.465447
16696,0.47535
16697,0.531841
16698,0.461851
16699,0.523194
16700,0.587794
16701,0.384398
16702,0.365269
16703,0.378193
16704,0.415757
16705,0.293189
16706,0.282392
16707,0.268756
16708,0.261978
16709,0.354361
16710,0.274483
16711,0.251084
16712,0.307694
16713,0.266463
16714,0.353527
16715,0.279635
16716,0.294748
16717,0.224087
16718,0.224087
16719,0.410628
16720,0.377413
16721,0.385811
16722,0.209226
16723,0.214467
16724,0.0952971
16725,0.242917
16726,0.341261
16727,0.386321
16728,0.346495
16729,0.389717
16730,0.406362
16731,0.43094
16732,0.36143
16733,0.363553
16734,0.409454
16735,0.554824
16736,0.39367
16737,0.50465
16738,0.381871
16739,0.354843
16740,0.36357
16741,0.380607
16742,0.486427
16743,0.456789
16744,0.446243
16745,0.227832
16746,0.304441
16747,0.290869
16748,0.31459
16749,0.28577
16750,0.392143
16751,0.345183
16752,0.502099
16753,0.53731
16754,0.563031
16755,0.439508
16756,0.481303
16757,0.494227
16758,0.296103
16759,0.0809859
16760,0.213232
16761,0.303434
16762,0.407266
16763,0.413684
16764,0.556096
16765,0.54759
16766,0.398256
16767,0.277086
16768,0.290218
16769,0.414591
16770,0.3626
16771,0.475994
16772,0.475994
16773,0.475994
16774,0.243658
16775,0.445209
16776,0.541236
16777,0.515036
16778,0.518618
16779,0.391203
16780,0.343014
16781,0.369184
16782,0.196747
16783,0.196747
16784,0.377756
16785,0.441357
16786,0.441357
16787,0.326807
16788,0.326807
16789,0.326807
16790,0.542467
16791,0.585624
16792,0.529439
16793,0.38377
16794,0.428069
16795,0.384656
16796,0.516174
16797,0.503766
16798,0.554077
16799,0.368264
16800,0.413539
16801,0.337036
16802,0.341925
16803,0.333756
16804,0.335884
16805,0.406612
16806,0.253921
16807,0.492928
16808,0.518835
16809,0.203538
16810,0.311117
16811,0.250723
16812,0.435696
16813,0.421186
16814,0.494077
16815,0.501016
16816,0.467531
16817,0.467688
16818,0.457358
16819,0.248595
16820,0.487607
16821,0.392736
16822,0.476563
16823,0.385643
16824,0.333696
16825,0.426207
16826,0.263775
16827,0.436261
16828,0.501275
16829,0.544274
16830,0.470462
16831,0.584736
16832,0.680479
16833,0.524107
16834,0.494374
16835,0.556645
16836,0.36787
16837,0.498543
16838,0.462403
16839,0.481785
16840,0.532035
16841,0.547687
16842,0.538482
16843,0.538482
16844,0.315431
16845,0.375883
16846,0.38983
16847,0.439041
16848,0.425229
16849,0.4274
16850,0.355131
16851,0.304101
16852,0.296184
16853,0.519742
16854,0.624408
16855,0.35776
16856,0.338396
16857,0.352667
16858,0.613205
16859,0.741651
16860,0.768606
16861,0.719671
16862,0.693118
16863,0.66215
16864,0.373078
16865,0.318433
16866,0.299272
16867,0.217387
16868,0.485584
16869,0.495108
16870,0.540807
16871,0.467237
16872,0.521641
16873,0.360094
16874,0.520572
16875,0.409753
16876,0.408294
16877,0.491211
16878,0.491211
16879,0.491211
16880,0.297463
16881,0.402148
16882,0.297627
16883,0.327965
16884,0.366639
16885,0.424208
16886,0.272529
16887,0.299117
16888,0.281373
16889,0.27618
16890,0.564625
16891,0.439258
16892,0.49301
16893,0.403192
16894,0.469759
16895,0.445016
16896,0.234106
16897,0.57481
16898,0.385268
16899,0.295496
16900,0.321407
16901,0.310165
16902,0.402758
16903,0.43084
16904,0.414995
16905,0.414995
16906,0.282079
16907,0.439969
16908,0.287326
16909,0.34591
16910,0.499755
16911,0.415026
16912,0.369736
16913,0.427216
16914,0.440929
16915,0.493775
16916,0.512415
16917,0.55195
16918,0.517226
16919,0.488167
16920,0.193045
16921,0.310303
16922,0.310303
16923,0.347746
16924,0.289918
16925,0.362925
16926,0.380683
16927,0.395876
16928,0.395876
16929,0.397349
16930,0.422753
16931,0.505885
16932,0.505885
16933,0.407515
16934,0.472235
16935,0.312682
16936,0.312682
16937,0.424553
16938,0.424553
16939,0.266183
16940,0.142287
16941,0.328665
16942,0.470704
16943,0.515234
16944,0.611142
16945,0.511744
16946,0.469362
16947,0.471056
16948,0.471056
16949,0.508082
16950,0.403852
16951,0.45697
16952,0.401642
16953,0.347047
16954,0.348516
16955,0.321725
16956,0.287273
16957,0.287273
16958,0.223606
16959,0.315991
16960,0.311125
16961,0.123513
16962,0.286839
16963,0.278796
16964,0.261248
16965,0.527442
16966,0.543823
16967,0.543823
16968,0.563919
16969,0.525516
16970,0.1443
16971,0.429836
16972,0.373918
16973,0.517317
16974,0.546852
16975,0.57313
16976,0.608689
16977,0.568954
16978,0.474382
16979,0.466363
16980,0.474167
16981,0.460043
16982,0.41857
16983,0.41857
16984,0.426469
16985,0.349757
16986,0.282796
16987,0.4301
16988,0.345766
16989,0.421058
16990,0.372757
16991,0.276688
16992,0.380569
16993,0.427004
16994,0.427004
16995,0.512698
16996,0.419729
16997,0.44217
16998,0.302344
16999,0.358627
17000,0.425797
17001,0.378712
17002,0.391524
17003,0.471022
17004,0.338128
17005,0.291507
17006,0.35217
17007,0.318176
17008,0.595441
17009,0.546213
17010,0.357008
17011,0.373099
17012,0.420577
17013,0.457992
17014,0.428731
17015,0.624561
17016,0.450136
17017,0.477007
17018,0.477007
17019,0.37554
17020,0.532122
17021,0.55474
17022,0.644343
17023,0.63499
17024,0.662758
17025,0.468815
17026,0.528116
17027,0.493365
17028,0.255627
17029,0.267315
17030,0.305664
17031,0.387768
17032,0.47906
17033,0.523882
17034,0.480227
17035,0.324917
17036,0.504687
17037,0.384209
17038,0.384209
17039,0.395855
17040,0.237137
17041,0.223236
17042,0.445097
17043,0.499764
17044,0.497495
17045,0.506862
17046,0.458445
17047,0.327381
17048,0.311969
17049,0.454348
17050,0.306568
17051,0.356317
17052,0.336524
17053,0.2887
17054,0.2887
17055,0.582856
17056,0.551718
17057,0.535026
17058,0.518946
17059,0.48539
17060,0.422066
17061,0.558814
17062,0.458895
17063,0.417213
17064,0.41386
17065,0.379524
17066,0.383827
17067,0.391798
17068,0.526726
17069,0.562916
17070,0.622078
17071,0.544045
17072,0.539062
17073,0.394649
17074,0.552239
17075,0.373572
17076,0.41957
17077,0.395857
17078,0.507668
17079,0.478482
17080,0.218759
17081,0.26269
17082,0.270868
17083,0.453233
17084,0.447305
17085,0.479781
17086,0.512372
17087,0.564068
17088,0.670952
17089,0.647663
17090,0.318642
17091,0.318642
17092,0.238876
17093,0.439897
17094,0.439897
17095,0.473199
17096,0.510113
17097,0.360665
17098,0.440052
17099,0.399695
17100,0.253643
17101,0.226418
17102,0.35158
17103,0.525814
17104,0.441292
17105,0.469026
17106,0.228092
17107,0.372161
17108,0.514209
17109,0.387822
17110,0.387822
17111,0.470052
17112,0.514938
17113,0.47659
17114,0.533629
17115,0.35774
17116,0.346663
17117,0.541093
17118,0.594607
17119,0.698924
17120,0.62892
17121,0.447766
17122,0.484216
17123,0.495302
17124,0.506779
17125,0.302287
17126,0.191686
17127,0.191686
17128,0.191686
17129,0.484716
17130,0.279163
17131,0.396147
17132,0.396147
17133,0.331291
17134,0.191109
17135,0.500441
17136,0.456093
17137,0.41077
17138,0.414983
17139,0.416701
17140,0.492021
17141,0.442175
17142,0.30235
17143,0.194689
17144,0.318127
17145,0.396975
17146,0.38024
17147,0.38024
17148,0.395278
17149,0.265988
17150,0.315267
17151,0.315267
17152,0.423609
17153,0.24448
17154,0.45545
17155,0.589469
17156,0.531576
17157,0.590515
17158,0.568329
17159,0.600337
17160,0.60726
17161,0.407659
17162,0.434074
17163,0.47007
17164,0.381533
17165,0.381533
17166,0.293837
17167,0.393721
17168,0.44677
17169,0.511384
17170,0.453298
17171,0.442796
17172,0.442796
17173,0.263491
17174,0.158132
17175,0.272643
17176,0.224791
17177,0.257437
17178,0.231072
17179,0.302169
17180,0.170863
17181,0.396287
17182,0.474891
17183,0.544573
17184,0.514807
17185,0.53666
17186,0.443963
17187,0.399227
17188,0.400566
17189,0.400486
17190,0.326793
17191,0.245446
17192,0.458
17193,0.300945
17194,0.294149
17195,0.292892
17196,0.401385
17197,0.298459
17198,0.300708
17199,0.300708
17200,0.397361
17201,0.491165
17202,0.492793
17203,0.514648
17204,0.465513
17205,0.500434
17206,0.230532
17207,0.290264
17208,0.400274
17209,0.629724
17210,0.626355
17211,0.498784
17212,0.498784
17213,0.52843
17214,0.579348
17215,0.635683
17216,0.634083
17217,0.670713
17218,0.605883
17219,0.545477
17220,0.49588
17221,0.605849
17222,0.600688
17223,0.581172
17224,0.525069
17225,0.485753
17226,0.530916
17227,0.103784
17228,0.455828
17229,0.428952
17230,0.399063
17231,0.360845
17232,0.560492
17233,0.277065
17234,0.277065
17235,0.252073
17236,0.325971
17237,0.44515
17238,0.0679541
17239,0.320887
17240,0.253354
17241,0.227459
17242,0.145759
17243,0.313462
17244,0.335919
17245,0.306644
17246,0.347689
17247,0.347689
17248,0.340661
17249,0.56736
17250,0.560931
17251,0.475803
17252,0.602076
17253,0.547057
17254,0.5738
17255,0.545113
17256,0.531871
17257,0.447878
17258,0.557332
17259,0.2452
17260,0.298481
17261,0.452749
17262,0.2846
17263,0.394675
17264,0.450925
17265,0.564765
17266,0.445776
17267,0.269273
17268,0.293352
17269,0.463591
17270,0.501284
17271,0.773174
17272,0.339326
17273,0.42805
17274,0.481433
17275,0.474943
17276,0.481934
17277,0.651087
17278,0.0142841
17279,0.571919
17280,0.571919
17281,0.306324
17282,0.306324
17283,0.306324
17284,0.494812
17285,0.392312
17286,0.531193
17287,0.545918
17288,0.481497
17289,0.516748
17290,0.4791
17291,0.358875
17292,0.247589
17293,0.294242
17294,0.309683
17295,0.335411
17296,0.300822
17297,0.358021
17298,0.43533
17299,0.464633
17300,0.479432
17301,0.441444
17302,0.475084
17303,0.496383
17304,0.542348
17305,0.55705
17306,0.502647
17307,0.567523
17308,0.41388
17309,0.397875
17310,0.464618
17311,0.446067
17312,0.352401
17313,0.352401
17314,0.295686
17315,0.264895
17316,0.313449
17317,0.403379
17318,0.403379
17319,0.441917
17320,0.304448
17321,0.427758
17322,0.474996
17323,0.367751
17324,0.486567
17325,0.512986
17326,0.521176
17327,0.359005
17328,0.313951
17329,0.313951
